Date,Discharge,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in),Snowmelt
501,49.53125,11.9,13.6,26,18,21,0.6,0.7
502,48.52083333,12.6,14.2,27,9,22,1.4,1.7
503,43.92708333,14.3,15.6,28,2,12,0,0
504,61.20625,14.3,15.6,29,5,15,0,0
505,62.64166667,14.3,15.6,35,8,18,0.1,0
506,61.09375,14.3,15.7,35,15,23,0,0
507,54.44791667,14.3,15.7,39,12,24,0,0
508,49.84375,14.3,15.7,53,20,31,0.1,0
509,54.63541667,14.3,15.8,51,23,31,0,0
510,53.11458333,14.3,15.8,49,25,32,0,0
511,56,14.3,15.8,49,20,30,0,0
512,61.05208333,14.3,15.8,47,21,30,0,0
513,68.80208333,14.3,15.8,40,22,28,0,0
514,74.88541667,14.3,15.8,39,21,27,0,0
515,77.03125,14.3,15.8,36,20,26,0,0.1
516,78.8125,14.4,15.8,32,20,25,0.2,0.2
517,78.53125,14.6,16,28,20,23,0.6,0.6
518,75.84375,15.2,16.6,30,20,24,0.7,0.8
519,72.20833333,16,17.3,33,22,26,0.4,0.4
520,72.9375,16.4,17.7,35,16,23,0.4,0.5
521,71.38541667,16.9,18.1,30,17,23,0.9,1.1
522,67.57291667,18,19,34,3,18,0.3,0.3
523,68.40208333,18.3,19.3,36,0,12,0,0
524,72.60416667,18.3,19.3,38,3,17,0,0
525,77.39375,18.3,19.3,48,13,26,0,0.1
526,77.175,18.4,19.3,51,20,32,0.1,0
527,69.75,18.4,19.4,46,23,34,0,0.1
528,72.28125,18.5,19.4,35,18,24,0.2,0.3
529,70.57291667,18.8,19.6,43,15,25,0.1,0
530,68.09375,18.8,19.7,59,17,31,0,0
531,71.03125,18.8,19.7,53,25,35,0,0.1
532,79.90625,18.9,19.7,57,27,36,0,0
533,89.4375,18.9,19.7,46,26,32,0,0.1
534,93.95625,19,19.7,50,26,34,0.1,0
535,100.8125,19,19.8,33,21,28,0.3,0.4
536,92.7875,19.4,20.1,42,17,31,0,0
537,99.05625,19.4,20.1,48,30,37,0.1,0
538,94.74791667,19.4,20.2,42,16,25,0.1,0.2
539,87.9875,19.6,20.3,48,15,31,0,0
540,97.95833333,19.6,20.3,30,12,20,0,0.1
541,87.10416667,19.7,20.3,29,13,18,0,0.1
542,85.95555556,19.8,20.3,32,7,16,0.1,0.1
543,82.58541667,19.9,20.4,38,5,18,0.1,0
544,82.78541667,19.9,20.5,32,12,18,0,0.4
545,79.02083333,20.3,20.5,22,6,14,0,0.3
546,67.39583333,20.6,20.5,35,1,14,0.2,0
547,72.53125,20.6,20.7,40,4,17,0,0
548,74.40625,20.6,20.7,48,10,24,0.2,0
549,71.89130435,20.6,20.9,45,17,28,0,0.1
550,73.4375,20.7,20.9,48,18,30,0.1,0.1
551,79.08541667,20.8,21,50,21,33,0,0.5
552,92.97083333,21.3,21,50,27,36,0,0
553,106.86875,21.3,21,54,25,35,0,0
554,125.025,21.3,21,50,28,36,0,0
555,150.4583333,21.3,21,49,23,35,0.1,-0.5
556,172.15625,20.8,21.1,25,14,19,0.2,0
557,158.96875,20.8,21.3,31,10,17,0.1,-0.1
558,148.09375,20.7,21.4,33,9,20,0.1,0
559,137.7916667,20.7,21.5,47,23,32,0,0
560,150.9166667,20.7,21.5,51,27,37,0,0
561,169.1145833,20.7,21.5,36,20,28,0,-0.2
562,156.25,20.5,21.5,29,20,25,0.2,0.2
563,150.6770833,20.7,21.7,46,15,31,0.1,0.1
564,156.375,20.8,21.8,35,18,25,0.1,0.1
565,153.7604167,20.9,21.9,44,16,27,0.2,0.1
566,159.0833333,21,22.1,32,19,24,0.5,0.6
567,146.4375,21.6,22.6,39,16,23,0.2,0.2
568,136.0520833,21.8,22.8,31,12,21,0,0
569,127.175,21.8,22.8,44,14,25,0.1,0
570,127.4375,21.8,22.9,39,14,22,0.1,0.1
571,123.49375,21.9,23,43,12,26,0,0.1
572,127.7291667,22,23,46,19,30,0.4,0.2
573,140.4479167,22.2,23.4,46,21,29,0.1,0.1
574,146.6770833,22.3,23.5,53,21,35,0,-0.2
575,177.0104167,22.1,23.5,48,29,37,0,-0.5
576,217.2708333,21.6,23.5,45,28,33,0.4,0.2
577,260.4270833,21.8,23.9,37,20,29,0.5,0.5
578,254.1770833,22.3,24.4,54,17,32,0.1,-0.1
579,295.6770833,22.2,24.5,43,25,30,0.6,0.6
580,286.6770833,22.8,25.1,44,20,28,0,0
581,286.5833333,22.8,25.1,54,18,35,0.1,-0.1
582,347.65625,22.7,25.2,46,25,33,0.2,-0.1
583,366.6145833,22.6,25.4,42,21,30,0,-0.1
584,359.34375,22.5,25.4,36,24,28,0,-0.1
585,329.59375,22.4,25.4,37,24,29,0.7,0.9
586,309.9583333,23.3,26.1,42,27,32,0,-0.1
587,343.4791667,23.2,26.1,55,24,35,0.1,0.1
588,447.125,23.3,26.2,47,25,33,0.3,-0.1
589,504.4270833,23.2,26.5,42,21,29,0.7,0.8
590,418.0104167,24,27.2,43,18,29,0.2,0.1
591,426.8541667,24.1,27.4,60,28,41,0,-0.4
592,670.7916667,23.7,27.4,64,35,45,0,-0.9
593,910.46875,22.8,27.4,53,33,40,0,-0.8
594,1035.010417,22,27.4,50,28,34,0.5,0
595,1049.541667,22,27.9,50,28,35,0,-0.4
596,1146.333333,21.6,27.9,56,29,39,0,-0.9
597,1293.645833,20.7,27.9,51,33,39,0,-0.7
598,1362.395833,20,27.9,57,33,43,0,-0.9
599,1512.291667,19.1,27.9,54,36,43,0,-0.8
600,1508.93617,18.3,27.9,47,28,37,0,-0.4
601,1371.770833,17.9,27.9,44,27,33,0.1,-0.4
602,1259.375,17.5,28,44,27,32,0,0
603,1105.052632,17.5,28,47,27,34,0.2,-0.1
604,1096.458333,17.4,28.2,45,23,31,0.4,0.4
605,947.1145833,17.8,28.6,42,23,31,0.2,-0.1
606,934.9895833,17.7,28.8,41,29,33,1,1.2
607,937.8645833,18.9,29.8,40,29,33,0.5,0.5
608,891.4270833,19.4,30.3,55,32,39,0,-0.3
609,1075.135417,19.1,30.3,64,31,44,0.1,-0.8
610,1302.604167,18.3,30.4,56,31,41,0.1,-0.4
611,1470.104167,17.9,30.5,58,30,41,0,-0.6
612,1638.75,17.3,30.5,46,33,37,0.1,-0.6
613,1830.208333,16.7,30.6,57,34,43,0.1,-1.4
614,2084.6875,15.3,30.7,54,37,43,0,-0.9
615,2009.895833,14.4,30.7,58,33,45,0,-1.2
616,1987.395833,13.2,30.7,55,26,41,0,-0.8
617,1764.270833,12.4,30.7,47,25,35,0,-0.5
618,1512.8125,11.9,30.7,51,29,38,0,-0.9
619,1589.0625,11,30.7,63,31,45,0,-1.3
620,2071.458333,9.7,30.7,67,39,51,0,-1.3
621,2611.770833,8.4,30.7,70,42,53,0,-1.4
622,2883.333333,7,30.7,69,42,53,0,-1.6
623,3067.916667,5.4,30.7,64,40,47,0,-1.5
624,3144.270833,3.9,30.7,62,40,49,0,-1.3
625,3606.875,2.6,30.7,57,30,40,0.4,-1.4
626,3539.166667,1.2,31.1,60,27,42,0,-1
627,3045.520833,0.2,31.1,69,36,49,0,-0.2
628,3155.625,0,31.1,68,38,51,0,0
629,3162.395833,0,31.1,69,41,51,0,0
630,3047.604167,0,31.1,65,37,49,0,0
631,3050.3125,0,31.1,64,37,47,0,0
632,2869.479167,0,31.1,63,36,48,0,0
633,2717.1875,0,31.1,65,36,49,0,0
634,2636.25,0,31.1,67,38,51,0,0
635,2651.309524,0,31.1,72,40,52,0,0
636,2680.416667,0,31.1,66,38,47,0.1,0
637,2635.729167,0,31.2,54,36,43,0.4,0
638,2666.666667,0,31.6,46,34,38,0.9,0
639,2439.791667,0,32.5,52,34,40,0.2,0
640,2302.5,0,32.7,61,34,44,0.1,0
641,2233.333333,0,32.8,45,32,38,0.2,0
642,2101.041667,0,33,46,32,38,0.1,0
643,1856.979167,0,33.1,64,34,49,0,0
644,1856.354167,0,33.1,72,40,55,0,0
645,2060.9375,0,33.1,72,45,58,0,0
646,2200.729167,0,33.1,77,48,60,0,0
647,2293.854167,0,33.1,77,49,60,0,0
648,2358.541667,0,33.1,77,48,60,0,0
649,2418.75,0,33.1,76,49,60,0,0
650,2418.645833,0,33.1,76,49,59,0,0
651,2237.708333,0,33.1,68,40,53,0,0
652,2125.416667,0,33.1,57,39,46,0.2,0
653,1900.729167,0,33.3,70,39,53,0,0
654,1828.229167,0,33.3,75,42,56,0,0
655,1767.5,0,33.3,61,44,51,0.1,0
656,1683.4375,0,33.4,50,43,47,0.2,0
657,1631.666667,0,33.6,69,40,51,0,0
658,1648.541667,0,33.6,68,38,49,0,0
659,1608.854167,0,33.6,63,40,50,0.1,0
660,1488.333333,0,33.7,71,41,52,0,0
661,1423.125,0,33.7,66,40,52,0,0
662,1324.895833,0,33.7,69,40,53,0,0
663,1297.708333,0,33.7,74,43,57,0,0
664,1288.4375,0,33.7,80,46,60,0,0
665,1244.270833,0,33.7,80,52,62,0,0
666,1195.208333,0,33.7,82,51,63,0,0
667,1191.041667,0,33.7,79,52,61,0,0
668,1133.541667,0,33.7,76,47,58,0,0
669,1130.729167,0,33.7,74,44,57,0,0
670,1034.604167,0,33.7,76,42,57,0,0
671,945.0833333,0,33.7,74,46,58,0,0
672,897.3229167,0,33.7,77,47,59,0,0
673,886.7916667,0,33.7,73,46,56,0,0
674,878.25,0,33.7,77,46,57,0,0
675,831.40625,0,33.7,79,46,60,0.1,0
676,775.5,0,33.8,75,50,59,0,0
677,775.7708333,0,33.8,73,49,60,0,0
678,782.90625,0,33.8,70,47,55,0,0
679,735.6145833,0,33.8,75,47,58,0,0
680,740.78125,0,33.8,75,50,59,0,0
681,754.1770833,0,33.8,71,46,55,0,0
682,716.0833333,0,33.8,66,45,54,0,0
683,712.71875,0,33.8,68,43,52,0.1,0
684,154.8059518,0,33.9,75,42,56,0,0
685,147.339375,0,33.9,66,46,55,0,0
686,143.5395417,0,33.9,73,47,56,0,0
687,138.2493333,0,33.9,77,46,59,0,0
688,134.594029,0,33.9,57,45,49,0.5,0
689,134.9624167,0,34.4,69,45,52,0.1,0
690,135.027125,0,34.5,72,46,54,0,0
691,131.5876891,0,34.5,68,46,55,0,0
692,127.4691714,0,34.5,70,46,52,0.1,0
693,125.6899909,0,34.6,65,46,53,0,0
694,420.5,0,34.6,71,44,52,0,0
695,407.4270833,0,34.6,72,42,54,0.2,0
696,418.0833333,0,34.8,65,47,54,0,0
697,408.5729167,0,34.8,76,45,56,0,0
698,382.4375,0,34.8,71,45,56,0,0
699,349.40625,0,34.8,76,46,57,0,0
700,320.4791667,0,34.8,81,47,60,0,0
701,297.96875,0,34.8,78,49,60,0,0
702,282.3125,0,34.8,78,49,60,0,0
703,270.1041667,0,34.8,76,47,58,0,0
704,239.09375,0,34.8,79,49,60,0,0
705,228.1041667,0,34.8,79,47,59,0,0
706,214.9583333,0,34.8,69,44,52,0,0
707,238.1979167,0,34.8,52,42,45,0.6,0
708,275.7708333,0,35.4,60,40,46,0.2,0
709,243.2395833,0,35.6,61,41,47,0.1,0
710,215.4270833,0,35.7,62,36,46,0.1,0
711,194.875,0,35.8,59,34,46,0,0
712,175.7083333,0,35.8,65,36,47,0,0
713,163.7708333,0,35.8,69,38,50,0,0
714,158.8020833,0,35.8,62,40,48,0,0
715,153.7708333,0,35.8,67,37,50,0,0
716,149.75,0,35.8,71,42,51,0,0
717,142.5625,0,35.8,65,40,48,0,0
718,155.3125,0,35.8,56,36,41,0.2,0
719,155.71875,0,36,62,33,43,0,0
720,140.625,0,36,60,35,45,0,0
721,129.4166667,0,36,51,25,35,0,0
722,118.6875,0,36,53,20,34,0,0
723,115.8333333,0,36,60,31,42,0,0
724,112.8541667,0,36,48,25,34,0,0
725,106.7291667,0,36,59,23,37,0,0
726,104.8125,0,36,50,31,39,0,0
727,104.3125,0,36,64,34,46,0.1,0
728,116.5833333,0,36.1,43,37,39,0.3,0
729,201.6041667,0,36.4,43,37.72413793,33,0.9,0.3
730,186.0729167,0.3,37.3,44,26,31,0,0
731,151.15625,0.3,0,50,29,36,0,-0.3
732,137.34375,0,0,51,28,37,0,0
733,135.2395833,0,0,57,30,41,0,0
734,145.0833333,0,0,43,21,27,0.4,0.2
735,140.1666667,0.2,0.4,34,15,23,0,-0.1
736,131.5833333,0.1,0.4,51,13,30,0,0
737,140.96875,0.1,0.4,56,28,39,0,-0.1
738,144.0729167,0,0.4,53,31,38,0,0
739,135.4375,0,0.4,54,29,39,0,0
740,139.7291667,0,0.4,61,33,43,0,0
741,144.8958333,0,0.4,67,33,46,0,0
742,147.9791667,0,0.4,51,31,40,0.2,0
743,187.6145833,0,0.6,45,22,31,0,0
744,156.7604167,0,0.6,60,30,40,0,0
745,150.1875,0,0.6,64,31,43,0,0
746,148.0833333,0,0.6,58,34,42,0,0
747,148.40625,0,0.6,58,32,42,0,0
748,145.09375,0,0.6,58,31,42,0,0
749,142.8541667,0,0.6,47,27,36,0,0
750,131.8020833,0,0.6,56,25,37,0,0
751,137.46875,0,0.6,56,30,41,0,0.1
752,141.375,0.1,0.6,40,10,21,0.1,0
753,126.0166667,0.1,0.7,32,8,18,0.1,-0.1
754,132.4333333,0,0.8,44,15,27,0,0
755,138.5416667,0,0.8,44,23,31,0,0
756,139.2083333,0,0.8,41,28,35,0,0
757,134.2083333,0,0.8,44,26,33,0,0
758,132.0625,0,0.8,47,28,36,0,0
759,135.7604167,0,0.8,50,31,39,0,0
760,147.8229167,0,0.8,47,31,37,0,0
761,150.7291667,0,0.8,43,30,35,0.2,0.1
762,167.4895833,0.1,1,34,21,28,0.6,0.7
763,149.6770833,0.8,1.6,29,11,17,0,-0.1
764,115.8208333,0.7,1.6,31,7,17,0,0
765,125.4354167,0.7,1.6,37,12,21,0,-0.2
766,124.89375,0.5,1.6,40,16,26,0.1,-0.1
767,138.5979167,0.4,1.7,36,24,29,0,-0.1
768,139.9270833,0.3,1.7,40,22,28,0,0
769,128.81875,0.3,1.7,43,26,32,0,0
770,134.0520833,0.3,1.7,38,25,30,0.5,0.6
771,127.5833333,0.9,2.2,26,8,15,0.2,0.2
772,119.7145833,1.1,2.4,37,6,22,0.1,0.1
773,142.5625,1.2,2.5,37,28,32,0,0
774,137.8541667,1.2,2.5,38,31,34,0,0
775,135.5208333,1.2,2.5,46,27,33,0,0
776,130.0270833,1.2,2.5,50,25,34,0,0
777,128.81875,1.2,2.5,43,28,34,0,0
778,129.1541667,1.2,2.5,42,23,31,0,0
779,118.0270833,1.2,2.5,46,24,32,0,0
780,117.9145833,1.2,2.5,47,25,33,0,0
781,117.5291667,1.2,2.5,45,26,33,0,0
782,114.58125,1.2,2.5,43,26,32,0,0
783,117.0791667,1.2,2.5,38,25,29,0,0
784,110.7145833,1.2,2.5,37,23,28,0,0
785,100.875,1.2,2.5,43,26,33,0,0
786,109.3625,1.2,2.5,47,25,34,0,0
787,111.2041667,1.2,2.5,36,13,26,0.4,0.5
788,100.1708333,1.7,2.9,19,2,10,0,0
789,77.77916667,1.7,2.9,23,0,13,0.1,0.2
790,77.096875,1.9,3,35,20,25,0,0
791,76.04554882,1.9,3,41,20,31,0.1,0
792,77.7025641,1.9,3.1,42,24,31,0,0
793,78.3782197,1.9,3.1,40,24,30,0,0
794,79.20684967,1.9,3.1,38,20,26,0,0
795,75.0547371,1.9,3.1,38,26,30,0.1,0.2
796,68.42689892,2.1,3.2,35,28,31,0.1,0.1
797,67.97580338,2.2,3.3,37,21,29,0.1,0.1
798,71.51456749,2.3,3.4,26,20,23,0.6,0.5
799,70.12526738,2.8,4,23,12,16,0,0
800,68.37403143,2.8,4,24,15,18,0,0
801,72.84006776,2.8,4,34,13,22,0,0
802,68.0538141,2.8,4,38,21,28,0.1,0.1
803,70.19878472,2.9,4.1,33,26,30,0,0
804,66.16395833,2.9,4.1,32,22,26,0.6,0.6
805,66.47696759,3.5,4.7,27,10,17,0,0.1
806,60.86622248,3.6,4.7,29,8,16,0,0
807,59.54125,3.6,4.7,28,15,20,0,0
808,60.65692834,3.6,4.7,32,10,18,0,0
809,68.47892857,3.6,4.7,26,8,14,0,0
810,65.93725142,3.6,4.7,22,4,10,0,0
811,65.98687465,3.6,4.7,21,3,8,0,0
812,66.4625,3.6,4.7,17,1,7,0,0
813,66.26534185,3.6,4.7,17,-1,4,0,0
814,66.2797619,3.6,4.7,14,-5,3,0,0
815,54.43156667,3.6,4.7,24,4,13,0,0
816,71.52208333,3.6,4.7,28,8,16,0,0
817,64.87925452,3.6,4.7,30,12,18,0,0
818,58.26638889,3.6,4.7,35,10,17,0,-0.1
819,62.38453057,3.5,4.7,26,8,16,0,-0.1
820,68.92161458,3.4,4.7,22,8,14,0,0
821,68.24314338,3.4,4.7,20,13,16,0.4,0.3
822,64.70029762,3.7,5.1,24,11,19,0.4,0.5
823,67.3277745,4.2,5.5,15,1,9,0,0.2
824,63.68135417,4.4,5.5,15,-4,3,0.1,0.2
825,64.49138211,4.6,5.6,22,7,16,0.5,0.5
826,64.8090625,5.1,6.1,25,17,19,0.2,0.3
827,67.20823674,5.4,6.3,22,4,16,0,0
828,64.98333333,5.4,6.3,19,0,10,0,0.1
829,61.87013889,5.5,6.3,28,11,21,0,0
830,60.51588715,5.5,6.3,41,23,28,0.1,0
831,61.08666667,5.5,6.4,41,23,29,0,0
832,63.50184524,5.5,6.4,31,13,22,0.1,0.2
833,62.35694444,5.7,6.5,30,14,22,0,0
834,65.43776042,5.7,6.5,43,17,28,0.1,0
835,64.73267971,5.7,6.6,37,23,29,0,0
836,63.93471178,5.7,6.6,35,20,26,0,0
837,55.9642094,5.7,6.6,37,18,26,0,0.1
838,59.84382832,5.8,6.6,36,23,28,0.4,0.3
839,63.4623125,6.1,7,26,-1,17,0.4,0.5
840,63.35278955,6.6,7.4,7,-6,-1,0.1,0.2
841,61.43124267,6.8,7.5,15,1,10,0.5,0.6
842,63.03497942,7.4,8,16,1,7,0.1,0.1
843,61.14780093,7.5,8.1,21,1,11,0.1,0.1
844,61.33073594,7.6,8.2,19,5,13,0.3,0.3
845,61.42315424,7.9,8.5,11,-1,4,0.1,0.2
846,59.88984216,8.1,8.6,13,4,9,0.4,0.4
847,58.49131181,8.5,9,15,-1,10,0.6,0.7
848,58.33723958,9.2,9.6,5,-5,-1,0,0
849,57.48267045,9.2,9.6,20,-9,8,0.2,0.2
850,56.675,9.4,9.8,17,8,14,0.4,0.6
851,55.65455247,10,10.2,25,13,18,0,0
852,55.0060704,10,10.2,23,19,21,1.2,1.2
853,58.00873724,11.2,11.4,24,19,21,1.4,1.5
854,54.29322917,12.7,12.8,22,10,16,0.2,0.4
855,57.10034722,13.1,13,15,-1,7,0,0
856,58.08710938,13.1,13,12,-8,1,0,0.1
857,58.35223214,13.2,13,26,2,15,0.3,0.2
858,57.32981771,13.4,13.3,33,20,25,0.1,0.1
859,58.98831019,13.5,13.4,33,17,24,0,0
860,57.61033607,13.5,13.4,36,20,26,0,0
861,58.48676136,13.5,13.4,38,18,27,0,0
862,55.56622151,13.5,13.4,40,20,28,0,0
863,57.26481481,13.5,13.4,43,19,28,0,0
864,54.42223765,13.5,13.4,40,16,25,0,0
865,56.39439138,13.5,13.4,41,16,26,0,0
866,55.31888021,13.5,13.4,41,17,27,0,0
867,56.16769792,13.5,13.4,44,23,30,0,0
868,74.20833333,13.5,13.4,40,20,28,0,0
869,73.5,13.5,13.4,41,16,27,0,0
870,71.9375,13.5,13.4,41,19,30,0,0
871,70.4375,13.5,13.4,31,21,26,0.2,0.2
872,68.96875,13.7,13.6,33,21,26,0.1,0.1
873,57.35658267,13.8,13.7,32,26,30,1.6,1.6
874,56.92060185,15.4,15.3,31,26,29,1.1,1.3
875,56.10472222,16.7,16.4,30,9,22,0.4,0.6
876,56.35724085,17.3,16.8,31,1,11,0,0
877,55.2858631,17.3,16.8,38,6,19,0.1,0
878,58.30168517,17.3,16.9,33,9,20,0,0
879,59.10235256,17.3,16.9,20,3,11,0.1,0.1
880,58.69261218,17.4,17,12,-2,4,0.1,0
881,63.59375,17.4,17.1,27,-6,5,0,0
882,65.95833333,17.4,17.1,21,0,7,0.1,0.1
883,68.84375,17.5,17.2,25,3,12,0,0
884,64.02083333,17.5,17.2,33,10,18,0.1,0
885,64,17.5,17.3,37,11,22,0,0
886,61.16666667,17.5,17.3,33,19,25,0,0
887,62.23958333,17.5,17.3,30,18,22,1,1
888,60.75,18.5,18.3,28,4,17,0.2,0.2
889,58.8125,18.7,18.5,28,2,15,0,0
890,60.19791667,18.7,18.5,39,11,23,0,0
891,59.27083333,18.7,18.5,49,15,27,0.1,0.1
892,57.83333333,18.8,18.6,47,20,31,0,0
893,58.08333333,18.8,18.6,48,23,31,0,-0.1
894,59.86458333,18.7,18.6,40,22,27,0.2,0.3
895,59.79166667,19,18.8,37,18,25,0,0.1
896,57.92708333,19.1,18.8,34,16,23,0.1,0
897,56.20833333,19.1,18.9,42,14,25,0,0.1
898,58.34375,19.2,18.9,42,17,26,0.1,0
899,58.21875,19.2,19,31,8,18,0.2,0.4
900,54.1875,19.6,19.2,25,5,13,0.1,0
901,53.43617021,19.6,19.3,37,6,18,0.1,0
902,54.6875,19.6,19.4,43,14,27,0,0
903,54.57291667,19.6,19.4,53,24,32,0,0
904,58.36458333,19.6,19.4,48,22,33,0,0.1
905,64.04166667,19.7,19.4,38,14,26,0,0.1
906,60.09375,19.8,19.4,24,7,13,0,0.1
907,60.375,19.9,19.4,28,6,15,0.2,0.2
908,57.41666667,20.1,19.6,36,5,18,0.1,0.1
909,57.5625,20.2,19.7,45,10,25,0,0
910,60.1875,20.2,19.7,46,24,31,0,0.1
911,63.70833333,20.3,19.7,44,20,28,0,0.1
912,64.69791667,20.4,19.7,40,20,27,0.1,0.3
913,67.89583333,20.7,19.8,45,19,30,0,0.3
914,75.16666667,21,19.8,57,22,35,0,-0.4
915,94.23958333,20.6,19.8,55,26,35,0.1,-0.7
916,105.0229167,19.9,19.9,46,22,29,0,0
917,95.54375,19.9,19.9,41,20,27,0,0
918,98.05625,19.9,19.9,44,17,28,0,0
919,110.6125,19.9,19.9,51,22,33,0.1,-0.4
920,134.2065217,19.5,20,56,28,37,0,-0.7
921,181.5208333,18.8,20,57,32,40,0,-0.4
922,248.9583333,18.4,20,60,31,41,0,-0.1
923,311.75,18.3,20,52,29,37,0.1,0.1
924,358,18.4,20.1,33,23,28,0.4,0.4
925,333.9895833,18.8,20.5,48,21,31,0.1,0.2
926,305.9479167,19,20.6,26,16,21,0.1,0.2
927,247.7916667,19.2,20.7,38,15,22,0.1,0.2
928,233.8854167,19.4,20.8,50,11,29,0.1,-0.1
929,243.3333333,19.3,20.9,51,26,36,0,-0.2
930,255.7708333,19.1,20.9,34,22,28,0.1,0
931,237.8125,19.1,21,36,15,24,0.7,0.7
932,204.4166667,19.8,21.7,32,11,18,0,0.1
933,186.125,19.9,21.7,28,9,19,0.2,0.2
934,177.2083333,20.1,21.9,41,10,23,0,0
935,167.21875,20.1,21.9,41,12,26,0,0.1
936,173.5416667,20.2,21.9,51,26,38,0.1,-0.1
937,263.5208333,20.1,22,58,37,45,0,-0.5
938,469.40625,19.6,22,48,32,38,0,-0.7
939,567.59375,18.9,22,48,29,38,0,-0.5
940,647.4479167,18.4,22,46,21,34,0,-0.3
941,635.28125,18.1,22,30,11,19,0,-0.3
942,545.71875,17.8,22,39,11,26,0,-0.4
943,554.75,17.4,22,49,27,36,0.1,-0.5
944,625.6770833,16.9,22.1,47,29,37,0,-0.4
945,693.7291667,16.5,22.1,49,35,40,0,-0.4
946,755.6979167,16.1,22.1,49,36,42,0,-0.3
947,845.46875,15.8,22.1,57,34,43,0,-0.7
948,1103.020833,15.1,22.1,62,31,44,0,-0.9
949,1319.479167,14.2,22.1,56,35,44,0,-0.8
950,1425.520833,13.4,22.1,60,34,45,0,-0.9
951,1515.208333,12.5,22.1,61,39,47,0,-0.9
952,1653.125,11.6,22.1,58,31,43,0,-0.9
953,1641.666667,10.7,22.1,56,29,41,0,-0.8
954,1683.125,9.9,22.1,63,38,48,0,-1.1
955,1862.8125,8.8,22.1,66,40,50,0,-1.1
956,2119.0625,7.7,22.1,69,39,51,0,-1.2
957,2240.104167,6.5,22.1,63,42,51,0,-0.9
958,2244.6875,5.6,22.1,67,39,51,0,-1.3
959,2395.9375,4.3,22.1,69,44,52,0,-1.6
960,2576.354167,2.7,22.1,56,36,45,0,-0.6
961,2465,2.1,22.1,64,40,52,0,-1.3
962,2470.104167,0.8,22.1,64,37,51,0,-0.7
963,2473.020833,0.1,22.1,56,34,42,0,-0.1
964,2158.854167,0,22.1,65,32,46,0,0
965,2018.4375,0,22.1,62,39,49,0,0
966,1899.270833,0,22.1,57,31,42,0,0
967,1712.5,0,22.1,52,31,41,0,0
968,1543.75,0,22.1,45,30,37,0.1,0
969,1384.479167,0,22.2,35,28,31,0.2,0
970,1164.895833,0,22.4,41,31,35,0.1,0
971,1031.864583,0,22.5,48,31,36,0.1,0
972,931.2916667,0,22.6,64,31,46,0,0
973,933.3020833,0,22.6,61,38,46,0,0
974,933.4583333,0,22.6,61,33,45,0,0
975,1053.854167,0,22.6,60,31,44,0,0
976,1184.0625,0,22.6,65,34,48,0,0
977,1418.020833,0,22.6,65,37,50,0,0
978,1621.041667,0,22.6,71,43,55,0,0
979,1729.0625,0,22.6,74,47,57,0,0
980,1881.770833,0,22.6,68,40,53,0,0
981,1911.5625,0,22.6,73,36,54,0,0
982,1822.916667,0,22.6,71,43,55,0,0
983,1756.666667,0,22.6,73,43,54,0,0
984,1770.520833,0,22.6,74,45,55,0,0
985,1831.145833,0,22.6,69,43,53,0,0
986,1766.979167,0,22.6,67,41,48,0.1,0
987,1709.479167,0,22.7,61,41,50,0,0
988,1713.333333,0,22.7,61,41,46,0.5,0
989,1796.041667,0,23.2,50,39,44,0.2,0
990,1692.083333,0,23.4,70,36,50,0,0
991,1630.416667,0,23.4,72,41,54,0,0
992,1591.875,0,23.4,74,42,56,0,0
993,1520.104167,0,23.4,75,45,59,0,0
994,1443.958333,0,23.4,73,42,55,0.2,0
995,1655.208333,0,23.6,60,39,47,0.2,0
996,1704.791667,0,23.8,60,41,49,0.3,0
997,1486.25,0,24.1,70,38,53,0,0
998,1329.375,0,24.1,72,41,55,0,0
999,1258.229167,0,24.1,68,44,53,0,0
1000,1156.25,0,24.1,68,45,53,0,0
1001,1198.229167,0,24.1,55,42,47,0.2,0
1002,1144.791667,0,24.3,53,40,45,0.1,0
1003,987.6145833,0,24.4,67,38,53,0,0
1004,957.84375,0,24.4,73,46,56,0,0
1005,943.125,0,24.4,75,44,58,0,0
1006,910.90625,0,24.4,74,47,58,0,0
1007,835.4166667,0,24.4,74,46,59,0.2,0
1008,807.8125,0,24.6,75,52,61,0,0
1009,796.7708333,0,24.6,71,50,58,0,0
1010,751.6354167,0,24.6,80,48,60,0,0
1011,729.0104167,0,24.6,77,49,61,0,0
1012,651.7291667,0,24.6,74,47,55,0,0
1013,595.21875,0,24.6,64,46,53,0,0
1014,567.2604167,0,24.6,72,46,58,0,0
1015,539.03125,0,24.6,75,46,59,0,0
1016,478.53125,0,24.6,72,48,59,0,0
1017,430.7395833,0,24.6,75,50,59,0,0
1018,403.4791667,0,24.6,77,47,60,0,0
1019,396.3541667,0,24.6,76,44,54,0.1,0
1020,415.8333333,0,24.7,67,45,54,0.1,0
1021,442.6436782,0,24.8,72,45,56,0.1,0
1022,439.5104167,0,24.9,63,46,51,0.1,0
1023,402.1458333,0,25,78,43,59,0,0
1024,380.5416667,0,25,78,49,60,0,0
1025,361.8020833,0,25,79,49,62,0,0
1026,350.5729167,0,25,80,49,61,0,0
